epoch,step,timestamp,gpu_0_memory_allocated_GB,gpu_0_memory_reserved_GB,gpu_0_max_memory_allocated_GB,gpu_0_utilization_%,gpu_0_temperature_C,gpu_0_memory_used_GB,gpu_0_memory_total_GB,gpu_1_utilization_%,gpu_1_temperature_C,gpu_1_memory_used_GB,gpu_1_memory_total_GB,gpu_2_utilization_%,gpu_2_temperature_C,gpu_2_memory_used_GB,gpu_2_memory_total_GB,gpu_3_utilization_%,gpu_3_temperature_C,gpu_3_memory_used_GB,gpu_3_memory_total_GB,gpu_4_utilization_%,gpu_4_temperature_C,gpu_4_memory_used_GB,gpu_4_memory_total_GB,gpu_5_utilization_%,gpu_5_temperature_C,gpu_5_memory_used_GB,gpu_5_memory_total_GB,cpu_percent,ram_used_GB,ram_percent
37,0,486.3797986507416,0.12771224975585938,19.3359375,17.43715524673462,53.0,37.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,21.1,452.07125091552734,23.4
37,end,494.90588903427124,0.12771224975585938,19.3359375,17.43715524673462,24.0,38.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,36.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,57.4,452.3551368713379,23.4
38,0,498.49511671066284,0.12771224975585938,19.3359375,17.43715524673462,48.0,37.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,22.1,452.3575210571289,23.4
38,end,507.92005133628845,0.12771224975585938,19.3359375,17.43715524673462,91.0,39.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,21.6,452.3909111022949,23.4
39,0,516.9230296611786,0.12771224975585938,19.3359375,17.43715524673462,51.0,36.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.8,100.96936416625977,6.0
39,end,526.4377055168152,0.12771224975585938,19.3359375,17.43715524673462,6.0,38.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,67.7,99.97891998291016,5.9
40,0,530.0991036891937,0.12771224975585938,19.3359375,17.43715524673462,51.0,36.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,20.5,99.98538589477539,5.9
40,end,539.1120581626892,0.12771224975585938,19.3359375,17.43715524673462,25.0,39.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,35.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,66.7,100.00737762451172,5.9
41,0,542.574471950531,0.12771224975585938,19.3359375,17.43715524673462,51.0,36.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,24.6,100.03817749023438,5.9
41,end,551.2411727905273,0.12771224975585938,19.3359375,17.43715524673462,0.0,37.0,74.01171875,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,24.6,100.2325439453125,5.9
42,0,554.9244933128357,0.12771224975585938,19.3359375,17.43715524673462,48.0,36.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,41.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.6,100.28546142578125,5.9
42,end,562.8460793495178,0.12771224975585938,19.3359375,17.43715524673462,0.0,37.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.0,100.38431930541992,5.9
43,0,566.2756197452545,0.12771224975585938,19.3359375,17.43715524673462,0.0,36.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,24.7,100.40572738647461,5.9
43,end,572.7006707191467,0.12771224975585938,19.3359375,17.43715524673462,0.0,37.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,21.0,100.28620529174805,5.9
44,0,575.7705717086792,0.12771224975585938,19.3359375,17.43715524673462,6.0,38.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,39.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.2,100.10285949707031,5.9
44,end,582.2514162063599,0.12771224975585938,19.3359375,17.43715524673462,0.0,37.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,20.6,100.12755584716797,5.9
45,0,585.0964818000793,0.12771224975585938,19.3359375,17.43715524673462,0.0,36.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,41.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.3,100.14422988891602,5.9
45,end,593.9572629928589,0.12771224975585938,19.3359375,17.43715524673462,0.0,37.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,41.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,24.2,100.23781967163086,5.9
46,0,596.7635827064514,0.12771224975585938,19.3359375,17.43715524673462,51.0,37.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,19.7,100.25852966308594,5.9
46,end,605.9150719642639,0.12771224975585938,19.3359375,17.43715524673462,48.0,37.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,21.4,100.39994430541992,5.9
47,0,608.4169607162476,0.12771224975585938,19.3359375,17.43715524673462,48.0,37.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,39.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,20.7,100.47809600830078,5.9
47,end,616.9092018604279,0.12771224975585938,19.3359375,17.43715524673462,26.0,38.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,33.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,18.6,100.63275909423828,5.9
48,0,620.0902733802795,0.12771224975585938,19.3359375,17.43715524673462,48.0,37.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,41.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,26.2,100.68033218383789,5.9
48,end,629.3862679004669,0.12771224975585938,19.3359375,17.43715524673462,0.0,37.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,24.3,100.68178939819336,5.9
49,0,632.6744368076324,0.12771224975585938,19.3359375,17.43715524673462,48.0,36.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,40.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,20.0,100.70922470092773,5.9
49,end,642.2090835571289,0.12771224975585938,19.3359375,17.43715524673462,26.0,39.0,74.015625,79.6474609375,0.0,32.0,0.0,79.6474609375,0.0,33.0,0.0,79.6474609375,36.0,40.0,69.6591796875,79.6474609375,0.0,33.0,1.66015625,79.6474609375,0.0,37.0,2.09765625,79.6474609375,51.0,100.53904724121094,5.9
